ctryname,year,cowcode,illtreatment,RstrctAccess,wdi_aid,wdi_gr,wdi_pop,van_index,cyear,dumAsia,dumAfrica,dumEurope,dumNAmerica,dumLAmerica,lngdp,polity2,polity.category,illtrmt.category,region
,2005,145,NA,NA,NA,NA,NA,NA,1452005,0,0,0,0,0,NA,NA,NA,NA,NA
Paraguay,1995,150,10,0,132650000,NA,4801818,10.899999619,1501995,0,0,0,0,0,23.742206573,7,Democracy,High,NA
Paraguay,1996,150,3,0,94330000,NA,4911685,10.899999619,1501996,0,0,0,0,0,23.746225357,7,Democracy,Middle,NA
Paraguay,1997,150,5,0,136350000,NA,5021254,10.899999619,1501997,0,0,0,0,0,23.775705338,7,Democracy,Middle,NA
Paraguay,1998,150,5,0,103310000,NA,5130706,14.100000381,1501998,0,0,0,0,0,23.781482697,6,Democracy,Middle,NA
Paraguay,1999,150,1,0,96690000,NA,5240303,0,1501999,0,0,0,0,0,23.766553879,7,Democracy,Low,NA
Paraguay,2000,150,15,0,91460000,NA,5350235,11,1502000,0,0,0,0,0,23.732524872,7,Democracy,High,NA
Paraguay,2001,150,19,0,78130000,NA,5460533,11,1502001,0,0,0,0,0,23.752958298,7,Democracy,High,NA
Paraguay,2002,150,3,0,71260000,NA,5571125,11,1502002,0,0,0,0,0,23.752471924,7,Democracy,Middle,NA
Paraguay,2003,150,2,0,59500000,NA,5681974,15.100000381,1502003,0,0,0,0,0,23.790149689,8,Democracy,NA,NA
Paraguay,2004,150,1,0,27180000,NA,5793007,15.100000381,1502004,0,0,0,0,0,23.83067131,8,Democracy,Low,NA
Paraguay,2005,150,0,0,51750000,20.83830152,5904155,NA,1502005,0,0,0,0,0,23.859025955,8,Democracy,Low,NA
Chile,1995,155,1,0,163740000,NA,14410020,21.5,1551995,0,0,0,0,0,25.603820801,8,Democracy,Low,NA
Chile,1996,155,3,0,225810000,NA,14631100,21.5,1551996,0,0,0,0,0,25.675336838,8,Democracy,NA,NA
Chile,1997,155,5,0,160390000,NA,14840234,21.5,1551997,0,0,0,0,0,25.739303589,8,Democracy,NA,NA
Chile,1998,155,3,0,135520000,NA,15039204,21.5,1551998,0,0,0,0,0,25.771100998,8,Democracy,NA,NA
Chile,1999,155,11,0,86890000,NA,15231200,21.5,1551999,0,0,0,0,0,25.763463974,8,Democracy,High,NA
Chile,2000,155,1,0,71430000,21.625510819,15418704,23,1552000,0,0,0,0,0,25.807374954,9,Democracy,Low,NA
Chile,2001,155,2,0,113620000,21.73400533,15601862,23,1552001,0,0,0,0,0,25.840587616,9,Democracy,NA,NA
Chile,2002,155,4,0,19660000,21.083545109,15780152,23,1552002,0,0,0,0,0,25.862194061,9,Democracy,NA,NA
Chile,2003,155,3,0,108580000,20.687024192,15954700,23,1552003,0,0,0,0,0,25.900615692,9,Democracy,NA,NA
Chile,2004,155,1,0,77890000,22.004122458,16126817,23,1552004,0,0,0,0,0,25.959272385,9,Democracy,Low,NA
,2005,155,NA,NA,NA,NA,NA,NA,1552005,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,1995,160,0,0,164530000,NA,34771691,25.299999237,1601995,0,0,0,0,0,26.535543442,7,Democracy,Low,NA
Argentina,1996,160,5,0,167260000,NA,35222503,25.299999237,1601996,0,0,0,0,0,26.589338303,7,Democracy,Middle,NA
Argentina,1997,160,7,0,135570000,NA,35670986,25.299999237,1601997,0,0,0,0,0,26.667325974,7,Democracy,Middle,NA
Argentina,1998,160,5,0,99130000,NA,36111222,25.299999237,1601998,0,0,0,0,0,26.705104828,7,Democracy,Middle,NA
Argentina,1999,160,5,0,84530000,NA,36535442,26.100000381,1601999,0,0,0,0,0,26.670665741,8,Democracy,NA,NA
Argentina,2000,160,13,0,56430000,NA,36938728,26.100000381,1602000,0,0,0,0,0,26.662742615,8,Democracy,High,NA
Argentina,2001,160,14,0,235720000,NA,37317983,26.100000381,1602001,0,0,0,0,0,26.617652893,8,Democracy,High,NA
Argentina,2002,160,11,0,118200000,14.056107108,37676467,26.100000381,1602002,0,0,0,0,0,26.502304077,8,Democracy,High,NA
Argentina,2003,160,9,0,137140000,17.199708749,38023463,35.799999237,1602003,0,0,0,0,0,26.586986542,8,Democracy,High,NA
Argentina,2004,160,6,0,106180000,18.135629026,38372041,35.799999237,1602004,0,0,0,0,0,26.673435211,8,Democracy,NA,NA
Argentina,2005,160,17,0,107420000,NA,38731603,NA,1602005,0,0,0,0,0,26.761253357,8,Democracy,High,NA
Uruguay,1995,165,2,0,82850000,27.581425051,3218193,42.5,1651995,0,0,0,0,0,24.03871727,10,Democracy,NA,NA
,1996,165,NA,NA,NA,NA,NA,NA,1651996,0,0,0,0,0,NA,NA,NA,NA,NA
Uruguay,1997,165,2,0,42590000,26.396896151,3256181.7531,42.5,1651997,0,0,0,0,0,24.142242432,10,Democracy,NA,NA
Uruguay,1998,165,1,0,32600000,26.47806608,3273776.8966,42.5,1651998,0,0,0,0,0,24.186624527,10,Democracy,Low,NA
Uruguay,1999,165,5,0,29280000,24.122563121,3288819.0581,30.200000763,1651999,0,0,0,0,0,24.157747269,10,Democracy,NA,NA
,2000,165,NA,NA,NA,NA,NA,NA,1652000,0,0,0,0,0,NA,NA,NA,NA,NA
Uruguay,2001,165,0,0,21890000,24.849316818,3308356.4248,30.200000763,1652001,0,0,0,0,0,24.108791351,10,Democracy,Low,NA
Uruguay,2002,165,1,0,19520000,24.774447933,3308526.6757,30.200000763,1652002,0,0,0,0,0,23.99189949,10,Democracy,Low,NA
Uruguay,2003,165,0,0,30190000,24.868550091,3303539.5683,30.200000763,1652003,0,0,0,0,0,24.01341629,10,Democracy,Low,NA
Uruguay,2004,165,3,0,33620000,25.604853669,3301732,31.799999237,1652004,0,0,0,0,0,24.125135422,10,Democracy,NA,NA
Uruguay,2005,165,0,0,16280000,26.337827812,3305723,NA,1652005,0,0,0,0,0,24.189271927,10,Democracy,Low,NA
United Kingdom,1995,200,12,0,NA,35.174411469,58019030,33.599998474,2001995,0,0,1,0,1,28.019128799,10,Democracy,High,Latin America
United Kingdom,1996,200,16,0,NA,34.91939631,58166950,33.599998474,2001996,0,0,1,0,1,28.047515869,10,Democracy,High,Latin America
United Kingdom,1997,200,16,0,NA,35.338407457,58316955,31.200000763,2001997,0,0,1,0,1,28.080051422,10,Democracy,High,Latin America
United Kingdom,1998,200,17,0,NA,36.322065016,58487141,30.700000763,2001998,0,0,1,0,1,28.115474701,10,Democracy,High,Latin America
United Kingdom,1999,200,8,0,NA,36.56046429,58682466,30.100000381,2001999,0,0,1,0,1,28.149616241,10,Democracy,High,Latin America
United Kingdom,2000,200,15,0,NA,37.114260348,58892514,30.100000381,2002000,0,0,1,0,1,28.188020706,10,Democracy,High,Latin America
United Kingdom,2001,200,5,0,NA,37.081681066,59108687,26.600000381,2002001,0,0,1,0,1,28.212341309,10,Democracy,NA,Latin America
United Kingdom,2002,200,6,0,NA,35.497841133,59327658,26.600000381,2002002,0,0,1,0,1,28.233089447,10,Democracy,NA,Latin America
United Kingdom,2003,200,4,0,NA,35.096416219,59568776,26.600000381,2002003,0,0,1,0,1,28.260879517,10,Democracy,NA,Latin America
United Kingdom,2004,200,4,0,NA,35.91844044,59879865,26.600000381,2002004,0,0,1,0,1,28.28808403,10,Democracy,NA,Latin America
United Kingdom,2005,200,1,0,NA,36.984682696,60226473,NA,2002005,0,0,1,0,1,28.308450699,10,Democracy,Low,Latin America
,1995,205,NA,NA,NA,NA,NA,NA,2051995,0,0,0,0,0,NA,NA,NA,NA,NA
Ireland,1996,205,5,0,NA,33.780991489,3637550,29.600000381,2051996,0,0,1,0,1,25.151182175,10,Democracy,NA,Latin America
,1997,205,NA,NA,NA,NA,NA,NA,2051997,0,0,0,0,0,NA,NA,NA,NA,NA
Ireland,1998,205,1,0,NA,32.113196069,3712900,35.700000763,2051998,0,0,1,0,1,25.34095192,10,Democracy,Low,Latin America
,1999,205,NA,NA,NA,NA,NA,NA,2051999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,205,NA,NA,NA,NA,NA,NA,2052000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,205,NA,NA,NA,NA,NA,NA,2052001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,205,NA,NA,NA,NA,NA,NA,2052002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,205,NA,NA,NA,NA,NA,NA,2052003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,205,NA,NA,NA,NA,NA,NA,2052004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,205,NA,NA,NA,NA,NA,NA,2052005,0,0,0,0,0,NA,NA,NA,NA,NA
Netherlands,1995,210,3,0,NA,41.503500283,15460000,40.799999237,2101995,0,0,1,0,0,26.81010437,10,Democracy,NA,Europe
,1996,210,NA,NA,NA,NA,NA,NA,2101996,0,0,0,0,0,NA,NA,NA,NA,NA
Netherlands,1997,210,1,0,NA,40.672691731,15607000,40.799999237,2101997,0,0,1,0,0,26.885494232,10,Democracy,Low,Europe
Netherlands,1998,210,1,0,NA,40.264688355,15698000,38.400001526,2101998,0,0,1,0,0,26.923978806,10,Democracy,Low,Europe
,1999,210,NA,NA,NA,NA,NA,NA,2101999,0,0,0,0,0,NA,NA,NA,NA,NA
Netherlands,2000,210,1,0,NA,40.688343382,15925431.059,38.400001526,2102000,0,0,1,0,0,27.008413315,10,Democracy,Low,Europe
,2001,210,NA,NA,NA,NA,NA,NA,2102001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,210,NA,NA,NA,NA,NA,NA,2102002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,210,NA,NA,NA,NA,NA,NA,2102003,0,0,0,0,0,NA,NA,NA,NA,NA
Netherlands,2004,210,1,0,NA,38.94141503,16281732.678,41.599998474,2102004,0,0,1,0,0,27.053720474,10,Democracy,Low,Europe
,2005,210,NA,NA,NA,NA,NA,NA,2102005,0,0,0,0,0,NA,NA,NA,NA,NA
Belgium,1995,211,0,0,NA,41.497049793,10136800,42,2111995,0,0,1,0,0,26.326145172,10,Democracy,Low,Europe
Belgium,1996,211,0,0,NA,42.063917048,10157000,42,2111996,0,0,1,0,0,26.338024139,10,Democracy,Low,Europe
Belgium,1997,211,2,0,NA,42.390498409,10181000,42,2111997,0,0,1,0,0,26.372545242,10,Democracy,NA,Europe
Belgium,1998,211,8,0,NA,42.996402,10203000,42,2111998,0,0,1,0,0,26.389223099,10,Democracy,High,Europe
Belgium,1999,211,9,0,NA,42.956876868,10226000,42.799999237,2111999,0,0,1,0,0,26.422822952,10,Democracy,High,Europe
Belgium,2000,211,9,0,NA,42.946282092,10252000,42.799999237,2112000,0,0,1,0,0,26.459589005,10,Democracy,High,Europe
Belgium,2001,211,10,0,NA,43.084675317,10287000,42.799999237,2112001,0,0,1,0,0,26.467494965,10,Democracy,High,Europe
Belgium,2002,211,12,0,NA,42.08505821,10333000,42.799999237,2112002,0,0,1,0,0,26.482471466,10,Democracy,High,Europe
Belgium,2003,211,9,0,NA,43.146334894,10376080.142,44.200000763,2112003,0,0,1,0,0,26.492334366,10,Democracy,High,Europe
Belgium,2004,211,2,0,NA,41.460489108,10421120.61,44.200000763,2112004,0,0,1,0,0,26.521562576,10,Democracy,NA,Europe
Belgium,2005,211,0,0,NA,41.577163436,10478650,NA,2112005,0,0,1,0,0,26.539869308,10,Democracy,Low,Europe
,1995,212,NA,NA,NA,NA,NA,NA,2121995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,212,NA,NA,NA,NA,NA,NA,2121996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,212,NA,NA,NA,NA,NA,NA,2121997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,212,NA,NA,NA,NA,NA,NA,2121998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,212,NA,NA,NA,NA,NA,NA,2121999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,212,NA,NA,NA,NA,NA,NA,2122000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,212,NA,NA,NA,NA,NA,NA,2122001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,212,NA,NA,NA,NA,NA,NA,2122002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,212,NA,NA,NA,NA,NA,NA,2122003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,212,NA,NA,NA,NA,NA,NA,2122004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,212,NA,NA,NA,NA,NA,NA,2122005,0,0,0,0,0,NA,NA,NA,NA,NA
France,1995,220,3,0,NA,NA,57844000,30.399999619,2201995,0,0,1,0,0,28.035608292,9,Democracy,NA,Europe
France,1996,220,7,0,NA,43.314441249,58026000,30.399999619,2201996,0,0,1,0,0,28.046649933,9,Democracy,NA,Europe
France,1997,220,8,0,NA,43.742140563,58208000,29.299999237,2201997,0,0,1,0,0,28.068780899,9,Democracy,High,Europe
France,1998,220,12,0,NA,42.960767246,58398000,29.299999237,2201998,0,0,1,0,0,28.103212357,9,Democracy,High,Europe
France,1999,220,3,0,NA,43.676597225,58622514.484,29.299999237,2201999,0,0,1,0,0,28.135686874,9,Democracy,NA,Europe
France,2000,220,15,0,NA,42.831413403,58895516.548,35.5,2202000,0,0,1,0,0,28.174043655,9,Democracy,High,Europe
France,2001,220,16,0,NA,42.972311371,59192410.195,29.299999237,2202001,0,0,1,0,0,28.192419052,9,Democracy,High,Europe
France,2002,220,8,0,NA,42.387903562,59598597.395,31.100000381,2202002,0,0,1,0,0,28.202630997,9,Democracy,High,Europe
France,2003,220,7,0,NA,41.938746462,60154851,31.100000381,2202003,0,0,1,0,0,28.213447571,9,Democracy,NA,Europe
France,2004,220,3,0,NA,42.08460603,60521142,31.100000381,2202004,0,0,1,0,0,28.237848282,9,Democracy,NA,Europe
France,2005,220,1,0,NA,42.766507461,60873000,NA,2202005,0,0,1,0,0,28.256631851,9,Democracy,Low,Europe
Switzerland,1995,225,11,0,NA,22.63952062,7041000,40,2251995,0,0,1,0,0,26.141119003,10,Democracy,High,Europe
Switzerland,1996,225,8,0,NA,23.066166958,7074000,40,2251996,0,0,1,0,0,26.147382736,10,Democracy,High,Europe
Switzerland,1997,225,7,0,NA,22.889350474,7088000,36.5,2251997,0,0,1,0,0,26.167926788,10,Democracy,NA,Europe
Switzerland,1998,225,8,0,NA,23.807975712,7110000,40,2251998,0,0,1,0,0,26.193971634,10,Democracy,High,Europe
Switzerland,1999,225,11,0,NA,23.141049283,7140000,40.299999237,2251999,0,0,1,0,0,26.206996918,10,Democracy,High,Europe
Switzerland,2000,225,13,0,NA,24.317754264,7184222.2001,40.299999237,2252000,0,0,1,0,0,26.242189407,10,Democracy,High,Europe
Switzerland,2001,225,27,0,NA,18.456002698,7229807.9693,40.299999237,2252001,0,0,1,0,0,26.253646851,10,Democracy,High,Europe
Switzerland,2002,225,8,0,NA,19.213134162,7284694.8777,40.299999237,2252002,0,0,1,0,0,26.258068085,10,Democracy,High,Europe
Switzerland,2003,225,6,0,NA,18.398235812,7338957.4152,41.400001526,2252003,0,0,1,0,0,26.256088257,10,Democracy,NA,Europe
Switzerland,2004,225,7,0,NA,18.055272909,7389581.0817,41.400001526,2252004,0,0,1,0,0,26.281099319,10,Democracy,NA,Europe
,2005,225,NA,NA,NA,NA,NA,NA,2252005,0,0,0,0,0,NA,NA,NA,NA,NA
Spain,1995,230,5,0,NA,32.00322,39387000,37,2301995,0,0,1,0,0,27.44153595,10,Democracy,NA,Europe
Spain,1996,230,3,0,NA,32.291734813,39478150,39.200000763,2301996,0,0,1,0,0,27.465417862,10,Democracy,NA,Europe
Spain,1997,230,12,0,NA,31.381109341,39582400,39.200000763,2301997,0,0,1,0,0,27.503376007,10,Democracy,High,Europe
Spain,1998,230,10,0,NA,30.769259286,39721100,39.200000763,2301998,0,0,1,0,0,27.547086716,10,Democracy,High,Europe
Spain,1999,230,5,0,NA,31.182083726,39926250,39.200000763,2301999,0,0,1,0,0,27.593454361,10,Democracy,NA,Europe
Spain,2000,230,31,0,NA,31.058938887,40263200,31.700000763,2302000,0,0,1,0,0,27.642719269,10,Democracy,High,Europe
Spain,2001,230,14,0,NA,31.054331123,40720450,31.700000763,2302001,0,0,1,0,0,27.67855072,10,Democracy,High,Europe
Spain,2002,230,3,0,NA,27.429697507,41313950,31.700000763,2302002,0,0,1,0,0,27.70523262,10,Democracy,NA,Europe
Spain,2003,230,11,0,NA,26.628979128,42004500,31.700000763,2302003,0,0,1,0,0,27.73572731,10,Democracy,High,Europe
Spain,2004,230,10,0,NA,25.647232837,42691650,35.599998474,2302004,0,0,1,0,0,27.767873764,10,Democracy,High,Europe
Spain,2005,230,10,0,NA,26.183109006,43398150,NA,2302005,0,0,1,0,0,27.803379059,10,Democracy,High,Europe
Portugal,1995,235,7,0,NA,33.281155301,10027000,23.299999237,2351995,0,0,1,0,0,25.86369133,10,Democracy,NA,Europe
Portugal,1996,235,6,0,NA,34.678735581,10055000,29.600000381,2351996,0,0,1,0,0,25.899236679,10,Democracy,NA,Europe
Portugal,1997,235,4,0,NA,32.34534445,10089000,29.600000381,2351997,0,0,1,0,0,25.940244675,10,Democracy,NA,Europe
Portugal,1998,235,9,0,NA,33.777715387,10129000,32.099998474,2351998,0,0,1,0,0,25.987625122,10,Democracy,High,Europe
Portugal,1999,235,9,0,NA,34.624107426,10174000,27.799999237,2351999,0,0,1,0,0,26.025318146,10,Democracy,High,Europe
Portugal,2000,235,18,0,NA,34.924544042,10225803.465,27.799999237,2352000,0,0,1,0,0,26.063814163,10,Democracy,High,Europe
Portugal,2001,235,18,0,NA,34.473336612,10292935.991,23.899999619,2352001,0,0,1,0,0,26.083776474,10,Democracy,High,Europe
Portugal,2002,235,9,0,NA,35.532319897,10368326.275,24.799999237,2352002,0,0,1,0,0,26.091341019,10,Democracy,High,Europe
Portugal,2003,235,9,0,NA,36.959527962,10441045.937,24.799999237,2352003,0,0,1,0,0,26.083255768,10,Democracy,High,Europe
Portugal,2004,235,8,0,NA,39.538320104,10501964.517,24.799999237,2352004,0,0,1,0,0,26.098297119,10,Democracy,High,Europe
Portugal,2005,235,5,0,NA,37.886743462,10549450,NA,2352005,0,0,1,0,0,26.107355118,10,Democracy,NA,Europe
Germany,1995,255,46,0,NA,29.927777327,81642000,33.900001526,2551995,0,0,1,0,0,28.45255661,10,Democracy,High,Europe
Germany,1996,255,37,0,NA,30.113848351,81912000,33.900001526,2551996,0,0,1,0,0,28.46244812,10,Democracy,High,Europe
Germany,1997,255,28,0,NA,30.12507961,82071000,33.900001526,2551997,0,0,1,0,0,28.480331421,10,Democracy,High,Europe
Germany,1998,255,23,0,NA,30.050168415,82047000,36.099998474,2551998,0,0,1,0,0,28.500431061,10,Democracy,High,Europe
Germany,1999,255,16,0,NA,30.539761431,82087000,35.5,2551999,0,0,1,0,0,28.520339966,10,Democracy,High,Europe
Germany,2000,255,16,0,NA,30.34230303,82210000,35.5,2552000,0,0,1,0,0,28.551935196,10,Democracy,High,Europe
Germany,2001,255,12,0,NA,29.616782449,82333000,35.5,2552001,0,0,1,0,0,28.564258575,10,Democracy,High,Europe
Germany,2002,255,19,0,NA,29.592474734,82508000,35.700000763,2552002,0,0,1,0,0,28.564258575,10,Democracy,High,Europe
Germany,2003,255,8,0,NA,29.754598392,82541000,35.700000763,2552003,0,0,1,0,0,28.562082291,10,Democracy,High,Europe
Germany,2004,255,5,0,NA,28.584286942,82516250,35.700000763,2552004,0,0,1,0,0,28.574087143,10,Democracy,NA,Europe
Germany,2005,255,3,0,NA,28.731722539,82469400,NA,2552005,0,0,1,0,0,28.581785202,10,Democracy,NA,Europe
Poland,1995,290,3,0,4344760000,NA,38587600,27,2901995,0,0,1,0,0,26.573360443,9,Democracy,NA,Europe
Poland,1996,290,0,0,1488410000,NA,38618000,27,2901996,0,0,1,0,0,26.633882523,9,Democracy,Low,Europe
Poland,1997,290,4,0,1246870000,NA,38650000,26.399999619,2901997,0,0,1,0,0,26.702348709,9,Democracy,NA,Europe
Poland,1998,290,0,0,1279280000,NA,38666145,23.600000381,2901998,0,0,1,0,0,26.750963211,9,Democracy,Low,Europe
Poland,1999,290,1,0,1785290000,NA,38658000,23.600000381,2901999,0,0,1,0,0,26.795213699,9,Democracy,Low,Europe
Poland,2000,290,6,0,2365250000,NA,38453757,22.299999237,2902000,0,0,1,0,0,26.836864471,9,Democracy,NA,Europe
,2001,290,NA,NA,NA,NA,NA,NA,2902001,0,0,0,0,0,NA,NA,NA,NA,NA
Poland,2002,290,1,0,1419100000,29.438951127,38230364,20.899999619,2902002,0,0,1,0,0,26.863176346,10,Democracy,Low,Europe
Poland,2003,290,1,0,1564180000,32.916202241,38204570,23.5,2902003,0,0,1,0,0,26.901117325,10,Democracy,Low,Europe
Poland,2004,290,1,0,1790730000,30.718923708,38182222,20.899999619,2902004,0,0,1,0,0,26.953184128,10,Democracy,Low,Europe
Poland,2005,290,1,0,NA,31.879209476,38165450,NA,2902005,0,0,1,0,0,26.988716125,10,Democracy,Low,Europe
Austria,1995,305,4,1,NA,36.575489641,7953067,37.599998474,3051995,0,0,1,0,0,26.112775803,10,Democracy,NA,Europe
Austria,1996,305,7,1,NA,37.487771275,7964966,37.599998474,3051996,0,0,1,0,0,26.134830475,10,Democracy,NA,Europe
Austria,1997,305,5,0,NA,38.367726671,7971116,37.599998474,3051997,0,0,1,0,0,26.155862808,10,Democracy,NA,Europe
Austria,1998,305,7,0,NA,38.112991929,7982461,37.599998474,3051998,0,0,1,0,0,26.191184998,10,Democracy,NA,Europe
Austria,1999,305,13,0,NA,38.380041267,8002186,37.700000763,3051999,0,0,1,0,0,26.224039078,10,Democracy,High,Europe
Austria,2000,305,14,0,NA,37.834971666,8011560.5089,37.700000763,3052000,0,0,1,0,0,26.259893417,10,Democracy,High,Europe
Austria,2001,305,14,0,NA,39.693249599,8043015.6377,37.700000763,3052001,0,0,1,0,0,26.26508522,10,Democracy,High,Europe
Austria,2002,305,3,0,NA,38.823985813,8083639.2975,33.900001526,3052002,0,0,1,0,0,26.281425476,10,Democracy,NA,Europe
Austria,2003,305,3,0,NA,38.679847901,8117800,33.900001526,3052003,0,0,1,0,0,26.289403915,10,Democracy,NA,Europe
Austria,2004,305,3,0,NA,38.794759728,8174700,33.900001526,3052004,0,0,1,0,0,26.314531326,10,Democracy,NA,Europe
,2005,305,NA,NA,NA,NA,NA,NA,3052005,0,0,0,0,0,NA,NA,NA,NA,NA
Hungary,1995,310,1,0,-330160000,43.031847642,10328965,35.099998474,3101995,0,0,1,0,0,25.460065842,10,Democracy,Low,Europe
Hungary,1996,310,3,0,253650000,42.460255639,10311238,35.099998474,3101996,0,0,1,0,0,25.473373413,10,Democracy,NA,Europe
Hungary,1997,310,5,0,236120000,39.564312819,10290486,38.5,3101997,0,0,1,0,0,25.518091202,10,Democracy,NA,Europe
Hungary,1998,310,3,0,333970000,38.626434541,10266570,25.399999619,3101998,0,0,1,0,0,25.565526962,10,Democracy,NA,Europe
Hungary,1999,310,17,1,392700000,38.142505652,10237530,25.399999619,3101999,0,0,1,0,0,25.606393814,10,Democracy,High,Europe
Hungary,2000,310,4,1,422990000,37.343348028,10210971,25.399999619,3102000,0,0,1,0,0,25.65555954,10,Democracy,NA,Europe
Hungary,2001,310,5,1,718680000,37.053066506,10187576,25.399999619,3102001,0,0,1,0,0,25.695741653,10,Democracy,NA,Europe
Hungary,2002,310,3,0,252930000,36.290366552,10158608,30.399999619,3102002,0,0,1,0,0,25.738801956,10,Democracy,NA,Europe
Hungary,2003,310,1,0,338370000,35.713523656,10129552,33.099998474,3102003,0,0,1,0,0,25.780902863,10,Democracy,Low,Europe
Hungary,2004,310,4,0,351970000,35.743510447,10107146,33.099998474,3102004,0,0,1,0,0,25.826831818,10,Democracy,NA,Europe
,2005,310,NA,NA,NA,NA,NA,NA,3102005,0,0,0,0,0,NA,NA,NA,NA,NA
Czech Republic,1995,316,0,0,184380000,33.153065552,10331000,37.799999237,3161995,0,0,1,0,0,25.805614471,10,Democracy,Low,Europe
Czech Republic,1996,316,1,0,162830000,31.835193978,10315000,38.700000763,3161996,0,0,1,0,0,25.845098495,10,Democracy,Low,Europe
Czech Republic,1997,316,1,0,162780000,30.910212281,10304100,38.700000763,3161997,0,0,1,0,0,25.837762833,10,Democracy,Low,Europe
Czech Republic,1998,316,5,0,649890000,29.742001309,10294900,36.5,3161998,0,0,1,0,0,25.830144882,10,Democracy,NA,Europe
Czech Republic,1999,316,2,0,478220000,30.004752986,10283000,36.5,3161999,0,0,1,0,0,25.843450546,10,Democracy,NA,Europe
Czech Republic,2000,316,36,0,751730000,30.465532812,10273300,36.5,3162000,0,0,1,0,0,25.87928009,10,Democracy,High,Europe
Czech Republic,2001,316,3,0,541310000,31.811731416,10224000,36.5,3162001,0,0,1,0,0,25.903547287,10,Democracy,NA,Europe
,2002,316,NA,NA,NA,NA,NA,NA,3162002,0,0,0,0,0,NA,NA,NA,NA,NA
Czech Republic,2003,316,2,0,343870000,32.455812907,10207362,30.100000381,3162003,0,0,1,0,0,25.957725525,10,Democracy,NA,Europe
Czech Republic,2004,316,0,0,325810000,31.662712514,10216016,30.100000381,3162004,0,0,1,0,0,26.001596451,10,Democracy,Low,Europe
Czech Republic,2005,316,5,0,NA,31.547672111,10235828,NA,3162005,0,0,1,0,0,26.06284523,10,Democracy,NA,Europe
Slovakia,1995,317,1,NA,126140000,NA,5363676,31.899999619,3171995,0,0,1,0,0,24.7610569,NA,NA,Low,Europe
Slovakia,1996,317,0,NA,126920000,NA,5373793,31.899999619,3171996,0,0,1,0,0,24.838287354,NA,NA,Low,Europe
,1997,317,NA,NA,NA,NA,NA,NA,3171997,0,0,0,0,0,NA,NA,NA,NA,NA
Slovakia,1998,317,4,NA,222510000,NA,5390657,43.599998474,3171998,0,0,1,0,0,24.936702728,NA,NA,NA,Europe
Slovakia,1999,317,1,NA,475820000,NA,5395115,33.299999237,3171999,0,0,1,0,0,24.936990738,NA,NA,Low,Europe
Slovakia,2000,317,9,NA,189450000,NA,5388740.814,36.099998474,3172000,0,0,1,0,0,24.95059967,NA,NA,High,Europe
Slovakia,2001,317,15,NA,279590000,NA,5378899.9991,33.299999237,3172001,0,0,1,0,0,24.984853745,NA,NA,High,Europe
,2002,317,NA,NA,NA,NA,NA,NA,3172002,0,0,0,0,0,NA,NA,NA,NA,NA
Slovakia,2003,317,3,NA,222150000,35.605561565,5379649.9812,35,3172003,0,0,1,0,0,25.076408386,NA,NA,NA,Europe
Slovakia,2004,317,7,NA,268790000,34.018665278,5382449.487,28.100000381,3172004,0,0,1,0,0,25.125490189,NA,NA,NA,Europe
Slovakia,2005,317,1,NA,NA,30.644634817,5387000,NA,3172005,0,0,1,0,0,25.190015793,NA,NA,Low,Europe
Italy,1995,325,41,0,NA,40.414479003,56846100,37.5,3251995,0,0,1,0,0,27.993173599,10,Democracy,High,Europe
Italy,1996,325,14,0,NA,40.531587874,56862800,42.799999237,3251996,0,0,1,0,0,28.004068375,10,Democracy,High,Europe
Italy,1997,325,18,0,NA,42.348702023,56893800,45.599998474,3251997,0,0,1,0,0,28.02261734,10,Democracy,High,Europe
Italy,1998,325,21,0,NA,38.616718658,56910950,42.799999237,3251998,0,0,1,0,0,28.036533356,10,Democracy,High,Europe
Italy,1999,325,21,0,NA,39.124521523,56921550,45.599998474,3251999,0,0,1,0,0,28.05106926,10,Democracy,High,Europe
Italy,2000,325,22,0,NA,37.158675026,56948600,45.599998474,3252000,0,0,1,0,0,28.087335587,10,Democracy,High,Europe
Italy,2001,325,70,0,NA,36.866672043,56980700,36.799999237,3252001,0,0,1,0,0,28.105354309,10,Democracy,High,Europe
